"ML Catalog Number","Common Name","Recordist","Year","Month","Day","Country State County","Locality","Loc ID","Behaviors","Taxon Category","source","genus","family","Orginal.Scientific.Name","Scientific.Name","file_url","species_ebird_url","sound.files"
58686,"Reunion White-eye","Jennifer F. M. Horne",1974,12,11,"RE","St. Denis; trail to Dos D'Ane/Plaine d'Affouches; Reunion Island",NA,"Call","Species","not publication cut","Zosterops","Zosteropidae","Zosterops olivaceus","Zosterops olivaceus","https://macaulaylibrary.org/asset/58686","https://ebird.org/species/reuwhe1","Zosterops_olivaceus-ML58686.wav"
5520,"Pohnpei White-eye","Doug Pratt",1978,7,20,"FM-PNI","6.0 km S of KOLONIA",NA,"Call; Courtship, Display, or Copulation","Species","not publication cut","Zosterops","Zosteropidae","Zosterops ponapensis","Zosterops ponapensis","https://macaulaylibrary.org/asset/5520","https://ebird.org/species/pohwhe1","Zosterops_ponapensis-ML5520.wav"
247049,"Gray-throated White-eye","Niels Krabbe",2006,11,30,"SB-MK","Baranaigasi Ridge, Makira",NA,"Call; flock","Species","not publication cut","Zosterops","Zosteropidae","Zosterops rendovae","Zosterops rendovae","https://macaulaylibrary.org/asset/247049","https://ebird.org/species/gytwhe1","Zosterops_rendovae-ML247049.wav"
134506191,"Rennell White-eye","Lucas DeCicco",2018,10,25,"SB-RB","Solomon Islands; Rennell-Bellona Province; Rennell Island; Lake Te-Nganno; Te-Nganno Village and surroundings","L8410157","Call","Species","not publication cut","Zosterops","Zosteropidae","Zosterops rennellianus","Zosterops rennellianus","https://macaulaylibrary.org/asset/134506191","https://ebird.org/species/reweye1","Zosterops_rennellianus-ML134506191.wav"
5649,"Rota White-eye","Doug Pratt",1976,7,7,"MP","Rota; Sabana",NA,"Call; Foraging or Eating","Species","not publication cut","Zosterops","Zosteropidae","Zosterops rotensis","Zosterops rotensis","https://macaulaylibrary.org/asset/5649","https://ebird.org/species/rotwhe1","Zosterops_rotensis-ML5649.wav"
139910,"Samoan White-eye","Doug Pratt",2006,11,24,"WS","4.0 km SE of Aopo Village",NA,"Call; Flying; Foraging or Eating","Species","not publication cut","Zosterops","Zosteropidae","Zosterops samoensis","Zosterops samoensis","https://macaulaylibrary.org/asset/139910","https://ebird.org/species/saweye1","Zosterops_samoensis-ML139910.wav"
139965,"Caroline Islands White-eye","Doug Pratt",2007,4,4,"FM-PNI","4.5 km S of Kolonia, Nanpil Valley",NA,"Call","Species","not publication cut","Zosterops","Zosteropidae","Zosterops semperi","Zosterops semperi","https://macaulaylibrary.org/asset/139965","https://ebird.org/species/ciweye1","Zosterops_semperi-ML139965.wav"
247229,"Ganongga White-eye","Niels Krabbe",2006,12,13,"SB-WE","Ranongga",NA,"Song","Species","not publication cut","Zosterops","Zosteropidae","Zosterops splendidus","Zosterops splendidus","https://macaulaylibrary.org/asset/247229","https://ebird.org/species/gaweye1","Zosterops_splendidus-ML247229.wav"
134504211,"Bare-eyed White-eye","Lucas DeCicco",2018,10,27,"SB-RB","Solomon Islands; Rennell-Bellona Province; Rennell Island; Lake Te-Nganno; Te-Nganno Village and surroundings","L8410157","Song","Species","not publication cut","Zosterops","Zosteropidae","Zosterops superciliosus","Zosterops superciliosus","https://macaulaylibrary.org/asset/134504211","https://ebird.org/species/beweye1","Zosterops_superciliosus-ML134504211.wav"
166528251,"Dark-eyed White-eye","Devon DeRaad",2019,6,19,"SB-WE","Tetepare Nature Preserve","L7912353","Call","Species","not publication cut","Zosterops","Zosteropidae","Zosterops tetiparius","Zosterops tetiparius","https://macaulaylibrary.org/asset/166528251","https://ebird.org/species/soiwhe3","Zosterops_tetiparius-ML166528251.wav"
68415311,"Banded White-eye","Mike Andersen",2017,7,3,"SB-WE","Sa Ba Ju Camp","L6250943","Song","Species","not publication cut","Zosterops","Zosteropidae","Zosterops vellalavella","Zosterops vellalavella","https://macaulaylibrary.org/asset/68415311","https://ebird.org/species/baweye2","Zosterops_vellalavella-ML68415311.wav"
20562,"Green-backed White-eye","Ronald I. Orenstein",1970,8,8,"NC","Noumea (Yate Road)",NA,NA,"Species","not publication cut","Zosterops","Zosteropidae","Zosterops xanthochroa","Zosterops xanthochroa","https://macaulaylibrary.org/asset/20562","https://ebird.org/species/gnbwhe1","Zosterops_xanthochroa-ML20562.wav"
29731271,"Palawan Striped-Babbler","Ross Gallardy",2016,5,13,"PH-PLW","Palawan Stripped Babbler Campsite at 1345 m","L4664167","Call","Species","not publication cut","Zosterornis","Zosteropidae","Zosterornis hypogrammicus","Zosterornis hypogrammicus","https://macaulaylibrary.org/asset/29731271","https://ebird.org/species/pasbab1","Zosterornis_hypogrammicus-ML29731271.wav"
203999861,"Panay Striped-Babbler","Desmond Allen",1997,8,1,"PH-AKL","Mount Madja-as","L10607368","Call","Species","not publication cut","Zosterornis","Zosteropidae","Zosterornis latistriatus","Zosterornis latistriatus","https://macaulaylibrary.org/asset/203999861","https://ebird.org/species/pasbab2","Zosterornis_latistriatus-ML203999861.wav"
203893891,"Negros Striped-Babbler","Stijn De Win",2014,4,1,"PH-NER","Mt. Talinis--Summit","L5485557",NA,"Species","not publication cut","Zosterornis","Zosteropidae","Zosterornis nigrorum","Zosterornis nigrorum","https://macaulaylibrary.org/asset/203893891","https://ebird.org/species/nesbab1","Zosterornis_nigrorum-ML203893891.wav"
38744,"Chestnut-faced Babbler","Robert S. Kennedy",1981,4,26,"PH-MOU","Sagada; Luzon Island",NA,"Call; Foraging or Eating; Song","Species","not publication cut","Zosterornis","Zosteropidae","Zosterornis whiteheadi","Zosterornis whiteheadi","https://macaulaylibrary.org/asset/38744","https://ebird.org/species/chfbab1","Zosterornis_whiteheadi-ML38744.wav"
548350,"Hawaiian Coot","Doug Pratt",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Fulica","Rallidae","Fulica alai","Fulica alai","https://macaulaylibrary.org/asset/548350","https://ebird.org/species/hawcoo","Fulica_alai-ML548350.wav"
537654,"Akohekohe","Doug Pratt",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Palmeria","Fringillidae","Palmeria dolei","Palmeria dolei","https://macaulaylibrary.org/asset/537654","https://ebird.org/species/crehon","Palmeria_dolei-ML537654.wav"
521810,"Oahu Amakihi","Doug Pratt",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Chlorodrepanis","Fringillidae","Chlorodrepanis flava","Chlorodrepanis flava","https://macaulaylibrary.org/asset/521810","https://ebird.org/species/oahama","Chlorodrepanis_flava-ML521810.wav"
550461,"Java Sparrow","Doug Pratt",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Padda","Estrildidae","Padda oryzivora","Padda oryzivora","https://macaulaylibrary.org/asset/550461","https://ebird.org/species/javspa","Padda_oryzivora-ML550461.wav"
547934,"Fulvous Whistling-Duck","Lucienne Wilmé",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Dendrocygna","Anatidae","Dendrocygna bicolor","Dendrocygna bicolor","https://macaulaylibrary.org/asset/547934","https://ebird.org/species/fuwduc","Dendrocygna_bicolor-ML547934.wav"
553405,"Common Sandpiper","David W. Stemple",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Actitis","Scolopacidae","Actitis hypoleucos","Actitis hypoleucos","https://macaulaylibrary.org/asset/553405","https://ebird.org/species/comsan","Actitis_hypoleucos-ML553405.wav"
548917,"Common Tern","Robert W. Grotke",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Sterna","Laridae","Sterna hirundo","Sterna hirundo","https://macaulaylibrary.org/asset/548917","https://ebird.org/species/comter","Sterna_hirundo-ML548917.wav"
538379,"Spotted Dove","Andrew Spencer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Spilopelia","Columbidae","Spilopelia chinensis","Spilopelia chinensis","https://macaulaylibrary.org/asset/538379","https://ebird.org/species/spodov","Spilopelia_chinensis-ML538379.wav"
541911,"Siberian Rubythroat","Boris N. Veprintsev",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Calliope","Muscicapidae","Calliope calliope","Calliope calliope","https://macaulaylibrary.org/asset/541911","https://ebird.org/species/sibrub","Calliope_calliope-ML541911.wav"
523829,"Bare-throated Tiger-Heron","Gregory Budney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Tigrisoma","Ardeidae","Tigrisoma mexicanum","Tigrisoma mexicanum","https://macaulaylibrary.org/asset/523829","https://ebird.org/species/btther1","Tigrisoma_mexicanum-ML523829.wav"
523848,"Canivet's Emerald","Roland Rumm",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Cynanthus","Trochilidae","Cynanthus canivetii","Cynanthus canivetii","https://macaulaylibrary.org/asset/523848","https://ebird.org/species/caneme1","Cynanthus_canivetii-ML523848.wav"
521668,"Turquoise-browed Motmot","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Eumomota","Momotidae","Eumomota superciliosa","Eumomota superciliosa","https://macaulaylibrary.org/asset/521668","https://ebird.org/species/tubmot1","Eumomota_superciliosa-ML521668.wav"
519791,"Collared Aracari","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pteroglossus","Ramphastidae","Pteroglossus torquatus","Pteroglossus torquatus","https://macaulaylibrary.org/asset/519791","https://ebird.org/species/colara1","Pteroglossus_torquatus-ML519791.wav"
519793,"Keel-billed Toucan","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Ramphastos","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","https://macaulaylibrary.org/asset/519793","https://ebird.org/species/kebtou1","Ramphastos_sulfuratus-ML519793.wav"
519801,"Lineated Woodpecker","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Dryocopus","Picidae","Dryocopus lineatus","Dryocopus lineatus","https://macaulaylibrary.org/asset/519801","https://ebird.org/species/linwoo1","Dryocopus_lineatus-ML519801.wav"
519932,"Rufous-browed Peppershrike","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Cyclarhis","Vireonidae","Cyclarhis gujanensis","Cyclarhis gujanensis","https://macaulaylibrary.org/asset/519932","https://ebird.org/species/rubpep1","Cyclarhis_gujanensis-ML519932.wav"
519721,"Crested Guan","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Penelope","Cracidae","Penelope purpurascens","Penelope purpurascens","https://macaulaylibrary.org/asset/519721","https://ebird.org/species/cregua1","Penelope_purpurascens-ML519721.wav"
521669,"Pacific Screech-Owl","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Megascops","Strigidae","Megascops cooperi","Megascops cooperi","https://macaulaylibrary.org/asset/521669","https://ebird.org/species/pasowl4","Megascops_cooperi-ML521669.wav"
535559,"Mottled Owl","Paul A. Schwartz",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Strix","Strigidae","Strix virgata","Strix virgata","https://macaulaylibrary.org/asset/535559","https://ebird.org/species/motowl","Strix_virgata-ML535559.wav"
535566,"Black-and-white Owl","Paul A. Schwartz",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Strix","Strigidae","Strix nigrolineata","Strix nigrolineata","https://macaulaylibrary.org/asset/535566","https://ebird.org/species/bawowl1","Strix_nigrolineata-ML535566.wav"
521664,"Yellow-naped Parrot","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Amazona","Psittacidae","Amazona auropalliata","Amazona auropalliata","https://macaulaylibrary.org/asset/521664","https://ebird.org/species/yenpar1","Amazona_auropalliata-ML521664.wav"
519831,"Plain Antvireo","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Dysithamnus","Thamnophilidae","Dysithamnus mentalis","Dysithamnus mentalis","https://macaulaylibrary.org/asset/519831","https://ebird.org/species/plaant1","Dysithamnus_mentalis-ML519831.wav"
519902,"Azure-hooded Jay","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Cyanolyca","Corvidae","Cyanolyca cucullata","Cyanolyca cucullata","https://macaulaylibrary.org/asset/519902","https://ebird.org/species/azhjay1","Cyanolyca_cucullata-ML519902.wav"
521681,"Nightingale Wren","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Microcerculus","Troglodytidae","Microcerculus philomela","Microcerculus philomela","https://macaulaylibrary.org/asset/521681","https://ebird.org/species/nigwre1","Microcerculus_philomela-ML521681.wav"
521666,"Rufous-naped Wren","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Campylorhynchus","Troglodytidae","Campylorhynchus rufinucha","Campylorhynchus rufinucha","https://macaulaylibrary.org/asset/521666","https://ebird.org/species/runwre1","Campylorhynchus_rufinucha-ML521666.wav"
524797,"Trinidad Piping-Guan","Tom Johnson",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pipile","Cracidae","Pipile pipile","Pipile pipile","https://macaulaylibrary.org/asset/524797","https://ebird.org/species/trpgua1","Pipile_pipile-ML524797.wav"
520556,"Red-throated Piping-Guan","Andrew Whittaker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pipile","Cracidae","Pipile cujubi","Pipile cujubi","https://macaulaylibrary.org/asset/520556","https://ebird.org/species/rtpgua1","Pipile_cujubi-ML520556.wav"
519724,"Black-eared Wood-Quail","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Odontophorus","Odontophoridae","Odontophorus melanotis","Odontophorus melanotis","https://macaulaylibrary.org/asset/519724","https://ebird.org/species/bewqua1","Odontophorus_melanotis-ML519724.wav"
518854,"Undulated Antshrike","Ted Parker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Frederickena","Thamnophilidae","Frederickena unduliger","Frederickena unduliger","https://macaulaylibrary.org/asset/518854","https://ebird.org/species/undant2","Frederickena_unduliger-ML518854.wav"
524993,"Silvery-cheeked Antshrike","Linda Macaulay",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Sakesphoroides","Thamnophilidae","Sakesphoroides cristatus","Sakesphoroides cristatus","https://macaulaylibrary.org/asset/524993","https://ebird.org/species/sicant1","Sakesphoroides_cristatus-ML524993.wav"
519360,"Lined Antshrike","Robert Behrstock",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Thamnophilus","Thamnophilidae","Thamnophilus tenuepunctatus","Thamnophilus tenuepunctatus","https://macaulaylibrary.org/asset/519360","https://ebird.org/species/linant1","Thamnophilus_tenuepunctatus-ML519360.wav"
519377,"Planalto Slaty-Antshrike","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Thamnophilus","Thamnophilidae","Thamnophilus pelzelni","Thamnophilus pelzelni","https://macaulaylibrary.org/asset/519377","https://ebird.org/species/plasla1","Thamnophilus_pelzelni-ML519377.wav"
519362,"Acre Antshrike","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Thamnophilus","Thamnophilidae","Thamnophilus divisorius","Thamnophilus divisorius","https://macaulaylibrary.org/asset/519362","https://ebird.org/species/acrant1","Thamnophilus_divisorius-ML519362.wav"
519394,"Rufous-backed Antvireo","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Dysithamnus","Thamnophilidae","Dysithamnus xanthopterus","Dysithamnus xanthopterus","https://macaulaylibrary.org/asset/519394","https://ebird.org/species/rubant2","Dysithamnus_xanthopterus-ML519394.wav"
519402,"Bluish-slate Antshrike","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Thamnomanes","Thamnophilidae","Thamnomanes schistogynus","Thamnomanes schistogynus","https://macaulaylibrary.org/asset/519402","https://ebird.org/species/blsant1","Thamnomanes_schistogynus-ML519402.wav"
519416,"Rufous-bellied Antwren","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Isleria","Thamnophilidae","Isleria guttata","Isleria guttata","https://macaulaylibrary.org/asset/519416","https://ebird.org/species/rubant3","Isleria_guttata-ML519416.wav"
519091,"Foothill Stipplethroat","Tom Schulenberg",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Epinecrophylla","Thamnophilidae","Epinecrophylla spodionota","Epinecrophylla spodionota","https://macaulaylibrary.org/asset/519091","https://ebird.org/species/fooant1","Epinecrophylla_spodionota-ML519091.wav"
519424,"Ornate Stipplethroat","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Epinecrophylla","Thamnophilidae","Epinecrophylla ornata","Epinecrophylla ornata","https://macaulaylibrary.org/asset/519424","https://ebird.org/species/ornant1","Epinecrophylla_ornata-ML519424.wav"
519430,"Rio Suno Antwren","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Myrmotherula","Thamnophilidae","Myrmotherula sunensis","Myrmotherula sunensis","https://macaulaylibrary.org/asset/519430","https://ebird.org/species/risant1","Myrmotherula_sunensis-ML519430.wav"
519435,"Salvadori's Antwren","John L. Rowlett",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Myrmotherula","Thamnophilidae","Myrmotherula minor","Myrmotherula minor","https://macaulaylibrary.org/asset/519435","https://ebird.org/species/salant1","Myrmotherula_minor-ML519435.wav"
519439,"Alagoas Antwren","Luiz P. Gonzaga",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Myrmotherula","Thamnophilidae","Myrmotherula snowi","Myrmotherula snowi","https://macaulaylibrary.org/asset/519439","https://ebird.org/species/alaant1","Myrmotherula_snowi-ML519439.wav"
519451,"Caatinga Antwren","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Radinopsyche","Thamnophilidae","Radinopsyche sellowi","Radinopsyche sellowi","https://macaulaylibrary.org/asset/519451","https://ebird.org/species/caaant1","Radinopsyche_sellowi-ML519451.wav"
519450,"Bahia Antwren","Kevin J. Zimmer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Herpsilochmus","Thamnophilidae","Herpsilochmus pileatus","Herpsilochmus pileatus","https://macaulaylibrary.org/asset/519450","https://ebird.org/species/bahant1","Herpsilochmus_pileatus-ML519450.wav"
519455,"Ancient Antwren","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Herpsilochmus","Thamnophilidae","Herpsilochmus gentryi","Herpsilochmus gentryi","https://macaulaylibrary.org/asset/519455","https://ebird.org/species/ancant1","Herpsilochmus_gentryi-ML519455.wav"
519456,"Spot-backed Antwren","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Herpsilochmus","Thamnophilidae","Herpsilochmus dorsimaculatus","Herpsilochmus dorsimaculatus","https://macaulaylibrary.org/asset/519456","https://ebird.org/species/spbant4","Herpsilochmus_dorsimaculatus-ML519456.wav"
519459,"Large-billed Antwren","Ted Parker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Herpsilochmus","Thamnophilidae","Herpsilochmus longirostris","Herpsilochmus longirostris","https://macaulaylibrary.org/asset/519459","https://ebird.org/species/labant1","Herpsilochmus_longirostris-ML519459.wav"
519469,"Restinga Antwren","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Formicivora","Thamnophilidae","Formicivora littoralis","Formicivora littoralis","https://macaulaylibrary.org/asset/519469","https://ebird.org/species/resant1","Formicivora_littoralis-ML519469.wav"
519474,"Marsh Antwren","Marcos R. Bornschein",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Formicivora","Thamnophilidae","Formicivora acutirostris","Formicivora acutirostris","https://macaulaylibrary.org/asset/519474","https://ebird.org/species/parant1","Formicivora_acutirostris-ML519474.wav"
519531,"Allpahuayo Antbird","José Alvarez Alonso",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Percnostola","Thamnophilidae","Percnostola arenarum","Percnostola arenarum","https://macaulaylibrary.org/asset/519531","https://ebird.org/species/allant1","Percnostola_arenarum-ML519531.wav"
519533,"Roraiman Antbird","Michael Braun",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Myrmelastes","Thamnophilidae","Myrmelastes saturatus","Myrmelastes saturatus","https://macaulaylibrary.org/asset/519533","https://ebird.org/species/rorant2","Myrmelastes_saturatus-ML519533.wav"
519536,"Rufous-faced Antbird","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Myrmelastes","Thamnophilidae","Myrmelastes rufifacies","Myrmelastes rufifacies","https://macaulaylibrary.org/asset/519536","https://ebird.org/species/rufant4","Myrmelastes_rufifacies-ML519536.wav"
519537,"Caura Antbird","Kevin J. Zimmer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Myrmelastes","Thamnophilidae","Myrmelastes caurensis","Myrmelastes caurensis","https://macaulaylibrary.org/asset/519537","https://ebird.org/species/cauant2","Myrmelastes_caurensis-ML519537.wav"
519557,"Gray-headed Antbird","Kevin J. Zimmer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Ampelornis","Thamnophilidae","Ampelornis griseiceps","Ampelornis griseiceps","https://macaulaylibrary.org/asset/519557","https://ebird.org/species/gyhant1","Ampelornis_griseiceps-ML519557.wav"
519580,"Xingu Scale-backed Antbird","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Willisornis","Thamnophilidae","Willisornis vidua","Willisornis vidua","https://macaulaylibrary.org/asset/519580","https://ebird.org/species/scbant8","Willisornis_vidua-ML519580.wav"
519583,"Pale-faced Bare-eye","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Phlegopsis","Thamnophilidae","Phlegopsis borbae","Phlegopsis borbae","https://macaulaylibrary.org/asset/519583","https://ebird.org/species/pafant1","Phlegopsis_borbae-ML519583.wav"
519664,"Black-bellied Gnateater","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Conopophaga","Conopophagidae","Conopophaga melanogaster","Conopophaga melanogaster","https://macaulaylibrary.org/asset/519664","https://ebird.org/species/blbgna1","Conopophaga_melanogaster-ML519664.wav"
519653,"Ceara Gnateater","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Conopophaga","Conopophagidae","Conopophaga cearae","Conopophaga cearae","https://macaulaylibrary.org/asset/519653","https://ebird.org/species/rufgna2","Conopophaga_cearae-ML519653.wav"
544366,"Tiny Hawk","Rene Santos",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Microspizias","Accipitridae","Microspizias superciliosus","Microspizias superciliosus","https://macaulaylibrary.org/asset/544366","https://ebird.org/species/tinhaw1","Microspizias_superciliosus-ML544366.wav"
519734,"Ruddy Pigeon","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Patagioenas","Columbidae","Patagioenas subvinacea","Patagioenas subvinacea","https://macaulaylibrary.org/asset/519734","https://ebird.org/species/rudpig","Patagioenas_subvinacea-ML519734.wav"
525869,"Rufous Potoo","Thiago V. V. Costa",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Phyllaemulor","Nyctibiidae","Phyllaemulor bracteatus","Phyllaemulor bracteatus","https://macaulaylibrary.org/asset/525869","https://ebird.org/species/rufpot1","Phyllaemulor_bracteatus-ML525869.wav"
519785,"Pied Puffbird","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Notharchus","Bucconidae","Notharchus tectus","Notharchus tectus","https://macaulaylibrary.org/asset/519785","https://ebird.org/species/piepuf1","Notharchus_tectus-ML519785.wav"
525984,"Yellow-headed Caracara","Paul A. Schwartz",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Daptrius","Falconidae","Daptrius chimachima","Daptrius chimachima","https://macaulaylibrary.org/asset/525984","https://ebird.org/species/yehcar1","Daptrius_chimachima-ML525984.wav"
519739,"Crimson-fronted Parakeet","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Psittacara","Psittacidae","Psittacara finschi","Psittacara finschi","https://macaulaylibrary.org/asset/519739","https://ebird.org/species/crfpar","Psittacara_finschi-ML519739.wav"
519660,"Ash-throated Gnateater","Ted Parker",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Conopophaga","Conopophagidae","Conopophaga peruviana","Conopophaga peruviana","https://macaulaylibrary.org/asset/519660","https://ebird.org/species/astgna1","Conopophaga_peruviana-ML519660.wav"
555987461,"Red-billed Woodcreeper","Rob Bierregaard",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Hylexetastes","Furnariidae","Hylexetastes perrotii","Hylexetastes perrotii","https://macaulaylibrary.org/asset/555987461","https://ebird.org/species/rebwoo1","Hylexetastes_perrotii-ML555987461.wav"
519817,"Slaty Spinetail","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Synallaxis","Furnariidae","Synallaxis brachyura","Synallaxis brachyura","https://macaulaylibrary.org/asset/519817","https://ebird.org/species/slaspi1","Synallaxis_brachyura-ML519817.wav"
521108,"Yellow-crowned Tyrannulet","Luciano Naka",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Tyrannulus","Tyrannidae","Tyrannulus elatus","Tyrannulus elatus","https://macaulaylibrary.org/asset/521108","https://ebird.org/species/yectyr1","Tyrannulus_elatus-ML521108.wav"
519889,"White-throated Spadebill","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Platyrinchus","Tyrannidae","Platyrinchus mystaceus","Platyrinchus mystaceus","https://macaulaylibrary.org/asset/519889","https://ebird.org/species/whtspa1","Platyrinchus_mystaceus-ML519889.wav"
519887,"Dark Pewee","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Contopus","Tyrannidae","Contopus lugubris","Contopus lugubris","https://macaulaylibrary.org/asset/519887","https://ebird.org/species/darpew1","Contopus_lugubris-ML519887.wav"
519865,"Sharpbill","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Oxyruncus","Oxyruncidae","Oxyruncus cristatus","Oxyruncus cristatus","https://macaulaylibrary.org/asset/519865","https://ebird.org/species/sharpb1","Oxyruncus_cristatus-ML519865.wav"
526373,"Capuchinbird","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Perissocephalus","Cotingidae","Perissocephalus tricolor","Perissocephalus tricolor","https://macaulaylibrary.org/asset/526373","https://ebird.org/species/capuch1","Perissocephalus_tricolor-ML526373.wav"
521231,"Purple-throated Cotinga","Kevin J. Zimmer",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Porphyrolaema","Cotingidae","Porphyrolaema porphyrolaema","Porphyrolaema porphyrolaema","https://macaulaylibrary.org/asset/521231","https://ebird.org/species/putcot1","Porphyrolaema_porphyrolaema-ML521231.wav"
526648,"Black-bellied Wren","David L. Ross, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Pheugopedius","Troglodytidae","Pheugopedius fasciatoventris","Pheugopedius fasciatoventris","https://macaulaylibrary.org/asset/526648","https://ebird.org/species/blbwre1","Pheugopedius_fasciatoventris-ML526648.wav"
519948,"Scarlet-rumped Cacique","Steven R. Pantle",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Cacicus","Icteridae","Cacicus uropygialis","Cacicus uropygialis","https://macaulaylibrary.org/asset/519948","https://ebird.org/species/scrcac1","Cacicus_uropygialis-ML519948.wav"
519839,"Bare-crowned Antbird","Bret Whitney",NA,NA,NA,NA,NA,NA,NA,NA,"publication cut","Gymnocichla","Thamnophilidae","Gymnocichla nudiceps","Gymnocichla nudiceps","https://macaulaylibrary.org/asset/519839","https://ebird.org/species/bacant1","Gymnocichla_nudiceps-ML519839.wav"
